,Energy Consumption,Wind Velocity,Sun Duration,Air Temperature,Precipitation Amount
2015-01-01 03:00:00,39936.75,6.0,0.0,3.5,0.0
2015-01-01 04:00:00,39272.5,6.7,0.0,2.6,0.0
2015-01-01 05:00:00,37850.25,5.6,0.0,2.2,0.0
2015-01-01 06:00:00,38098.5,5.7,0.0,2.1,0.0
2015-01-01 07:00:00,38792.5,5.5,0.0,2.7,0.0
2015-01-01 08:00:00,41406.25,6.1,0.0,2.3,0.0
2015-01-01 09:00:00,44266.5,4.7,0.0,2.4,0.0
2015-01-01 10:00:00,47206.25,4.9,0.0,2.4,0.0
2015-01-01 11:00:00,48502.25,5.4,2.0,3.5,0.0
2015-01-01 12:00:00,47527.75,6.4,0.0,4.5,0.0
2015-01-01 13:00:00,46772.0,6.0,0.0,4.4,0.0
2015-01-01 14:00:00,46733.5,5.3,10.0,4.3,0.0
2015-01-01 15:00:00,49116.75,4.9,0.0,3.2,0.0
2015-01-01 16:00:00,53624.25,4.7,0.0,1.5,0.0
2015-01-01 17:00:00,54305.25,5.6,0.0,1.7,0.0
2015-01-01 18:00:00,53634.5,5.7,0.0,1.1,0.0
2015-01-01 19:00:00,51435.75,5.2,0.0,1.1,0.0
2015-01-01 20:00:00,50091.75,5.3,0.0,1.3,0.0
2015-01-02 03:00:00,42468.5,7.1,0.0,3.4,0.0
2015-01-02 04:00:00,43863.75,8.1,0.0,4.1,0.0
2015-01-02 05:00:00,46318.75,8.0,0.0,4.4,0.0
2015-01-02 06:00:00,50579.25,7.8,0.0,4.3,0.1
2015-01-02 07:00:00,54583.25,7.5,0.0,2.9,0.9
2015-01-02 08:00:00,57713.25,7.9,0.0,3.1,0.3
2015-01-02 09:00:00,59730.75,7.9,0.0,3.5,0.2
2015-01-02 10:00:00,61311.5,8.2,0.0,4.1,0.0
2015-01-02 11:00:00,61503.75,6.8,6.0,4.6,0.0
2015-01-02 12:00:00,60480.5,9.8,4.0,6.6,0.0
2015-01-02 13:00:00,59254.25,10.0,9.0,7.4,0.0
2015-01-02 14:00:00,58552.5,9.0,9.0,7.2,0.1
2015-01-02 15:00:00,59910.25,7.4,0.0,6.9,0.0
2015-01-02 16:00:00,62960.25,9.4,0.0,6.2,0.0
2015-01-02 17:00:00,63258.75,9.5,0.0,5.9,0.0
2015-01-02 18:00:00,61549.0,7.0,0.0,5.2,0.0
2015-01-02 19:00:00,57719.5,7.9,0.0,5.8,0.0
2015-01-02 20:00:00,55208.0,9.7,0.0,5.9,0.0
2015-01-03 03:00:00,40511.75,9.0,0.0,4.5,0.0
2015-01-03 04:00:00,40922.0,8.1,0.0,4.3,0.0
2015-01-03 05:00:00,42200.0,8.0,0.0,3.5,0.0
2015-01-03 06:00:00,44595.5,8.3,0.0,3.5,0.0
2015-01-03 07:00:00,47848.5,8.0,0.0,3.0,0.0
2015-01-03 08:00:00,51335.0,8.9,0.0,3.1,0.0
2015-01-03 09:00:00,53980.0,8.6,0.0,3.2,0.0
2015-01-03 10:00:00,56019.25,9.4,0.0,4.2,0.0
2015-01-03 11:00:00,56022.25,9.1,0.0,4.9,0.0
2015-01-03 12:00:00,55898.25,8.8,0.0,5.1,0.0
2015-01-03 13:00:00,54996.0,8.6,0.0,4.8,0.0
2015-01-03 14:00:00,54869.75,8.9,0.0,4.7,0.0
2015-01-03 15:00:00,57122.0,6.8,0.0,4.3,0.0
2015-01-03 16:00:00,60276.75,7.4,0.0,3.9,0.0
2015-01-03 17:00:00,60626.75,7.5,0.0,3.8,0.0
2015-01-03 18:00:00,59285.25,7.5,0.0,3.7,0.0
2015-01-03 19:00:00,55267.25,7.2,0.0,3.5,0.0
2015-01-03 20:00:00,52721.75,7.6,0.0,3.4,0.0
2015-01-04 03:00:00,40328.5,7.8,0.0,3.8,0.0
2015-01-04 04:00:00,39899.25,7.5,0.0,3.2,0.0
2015-01-04 05:00:00,39316.25,8.2,0.0,3.3,0.0
2015-01-04 06:00:00,41820.0,8.0,0.0,3.1,0.0
2015-01-04 07:00:00,44653.25,8.0,0.0,3.3,0.0
2015-01-04 08:00:00,47858.5,8.1,0.0,3.0,0.0
2015-01-04 09:00:00,51218.5,9.1,45.0,3.0,0.0
2015-01-04 10:00:00,54499.75,7.8,60.0,3.7,0.0
2015-01-04 11:00:00,54814.0,7.2,60.0,4.2,0.0
2015-01-04 12:00:00,53261.75,8.2,55.0,4.7,0.0
2015-01-04 13:00:00,51518.75,6.3,52.0,5.2,0.0
2015-01-04 14:00:00,51112.5,6.1,44.0,5.0,0.0
2015-01-04 15:00:00,53144.25,7.8,31.0,4.0,0.0
2015-01-04 16:00:00,57620.5,6.1,0.0,3.7,0.0
2015-01-04 17:00:00,58718.0,6.6,0.0,2.8,0.0
2015-01-04 18:00:00,57272.0,6.1,0.0,3.2,0.0
2015-01-04 19:00:00,54703.0,6.2,0.0,2.7,0.0
2015-01-04 20:00:00,53218.25,6.8,0.0,2.1,0.0
2015-01-05 03:00:00,44969.25,6.3,0.0,2.8,0.1
2015-01-05 04:00:00,48337.0,6.1,0.0,2.9,0.1
2015-01-05 05:00:00,54207.0,8.5,0.0,3.1,0.1
2015-01-05 06:00:00,60386.75,6.9,0.0,3.2,0.2
2015-01-05 07:00:00,63924.25,7.5,0.0,3.0,0.1
2015-01-05 08:00:00,65156.75,8.2,0.0,3.1,0.0
2015-01-05 09:00:00,66469.25,8.4,0.0,3.1,0.2
2015-01-05 10:00:00,67602.25,8.6,0.0,3.5,0.1
2015-01-05 11:00:00,67636.0,9.3,0.0,3.4,0.0
2015-01-05 12:00:00,66802.0,8.1,0.0,3.5,0.0
2015-01-05 13:00:00,65685.5,6.8,0.0,3.4,0.0
2015-01-05 14:00:00,64962.0,6.3,0.0,3.5,0.0
2015-01-05 15:00:00,66092.75,6.0,0.0,3.2,0.4
2015-01-05 16:00:00,69742.25,6.2,0.0,3.1,0.4
2015-01-05 17:00:00,69720.0,4.8,0.0,3.1,0.1
2015-01-05 18:00:00,67962.0,4.9,0.0,3.1,0.0
2015-01-05 19:00:00,63636.5,4.2,0.0,3.1,0.0
2015-01-05 20:00:00,60590.0,4.0,0.0,3.0,0.0
2015-01-06 03:00:00,48621.75,1.4,0.0,2.3,0.0
2015-01-06 04:00:00,50383.75,0.6,0.0,2.3,0.0
2015-01-06 05:00:00,54532.75,1.3,0.0,2.2,0.2
2015-01-06 06:00:00,59774.75,1.2,0.0,2.1,0.1
2015-01-06 07:00:00,62364.0,0.8,0.0,2.2,0.0
2015-01-06 08:00:00,63721.25,1.5,0.0,2.3,0.0
2015-01-06 09:00:00,65305.25,2.0,0.0,2.4,0.0
2015-01-06 10:00:00,66568.5,3.6,0.0,2.1,0.0
2015-01-06 11:00:00,66469.75,3.0,0.0,1.7,0.0
2015-01-06 12:00:00,65354.75,3.9,0.0,1.7,0.0
2015-01-06 13:00:00,63664.75,3.7,0.0,1.7,0.0
2015-01-06 14:00:00,63218.25,4.0,0.0,1.7,0.0
2015-01-06 15:00:00,64718.75,5.0,0.0,1.2,0.0
2015-01-06 16:00:00,68942.75,4.4,0.0,0.8,0.0
2015-01-06 17:00:00,68904.0,5.0,0.0,0.3,0.0
2015-01-06 18:00:00,67558.25,5.7,0.0,0.3,0.0
2015-01-06 19:00:00,64011.75,6.0,0.0,0.0,0.0
2015-01-06 20:00:00,61251.0,4.4,0.0,-0.1,0.0
2015-01-07 03:00:00,49565.0,4.3,0.0,-0.1,0.0
2015-01-07 04:00:00,53033.75,4.2,0.0,-0.9,0.0
2015-01-07 05:00:00,60785.75,4.5,0.0,-0.6,0.0
2015-01-07 06:00:00,67805.25,4.3,0.0,0.5,0.0
2015-01-07 07:00:00,70909.5,4.2,0.0,1.2,0.0
2015-01-07 08:00:00,71157.0,4.2,0.0,1.5,0.1
2015-01-07 09:00:00,72276.25,4.8,14.0,2.3,0.1
2015-01-07 10:00:00,73371.75,4.7,60.0,3.4,0.0
2015-01-07 11:00:00,73047.5,4.7,60.0,4.4,0.0
2015-01-07 12:00:00,72257.75,4.9,34.0,4.9,0.0
2015-01-07 13:00:00,71100.25,4.7,20.0,5.0,0.1
2015-01-07 14:00:00,70205.25,4.9,30.0,4.4,0.2
2015-01-07 15:00:00,70844.75,4.9,1.0,4.9,0.0
2015-01-07 16:00:00,74556.75,4.4,0.0,4.3,0.0
2015-01-07 17:00:00,74243.0,4.0,0.0,3.0,0.0
2015-01-07 18:00:00,72368.0,4.8,0.0,2.4,0.0
2015-01-07 19:00:00,68216.75,4.9,0.0,1.8,0.0
2015-01-07 20:00:00,64957.0,5.3,0.0,1.1,0.0
2015-01-08 03:00:00,52169.75,5.3,0.0,0.7,0.0
2015-01-08 04:00:00,55033.25,5.0,0.0,1.1,0.0
2015-01-08 05:00:00,62761.75,4.5,0.0,1.3,0.0
2015-01-08 06:00:00,69849.0,4.2,0.0,1.6,0.0
2015-01-08 07:00:00,72621.75,4.9,0.0,1.9,0.0
2015-01-08 08:00:00,72598.0,5.3,0.0,2.3,0.0
2015-01-08 09:00:00,73541.75,5.5,0.0,2.5,0.0
2015-01-08 10:00:00,74738.5,5.5,0.0,2.8,0.3
2015-01-08 11:00:00,74060.25,5.7,0.0,3.4,0.1
2015-01-08 12:00:00,73264.5,5.1,0.0,4.0,0.0
2015-01-08 13:00:00,72202.75,6.3,0.0,4.6,0.2
2015-01-08 14:00:00,71707.5,5.0,0.0,4.9,0.0
2015-01-08 15:00:00,72123.75,5.5,0.0,5.2,0.0
2015-01-08 16:00:00,74259.0,6.2,0.0,5.4,0.1
2015-01-08 17:00:00,73550.25,6.1,0.0,5.6,1.3
2015-01-08 18:00:00,71651.5,6.2,0.0,5.7,1.6
2015-01-08 19:00:00,67289.0,6.3,0.0,6.0,1.4
2015-01-08 20:00:00,63730.5,6.7,0.0,6.3,0.9
2015-01-09 03:00:00,51088.25,7.2,0.0,4.4,0.0
2015-01-09 04:00:00,54445.0,8.2,0.0,4.8,0.0
2015-01-09 05:00:00,62497.5,6.0,0.0,4.8,0.0
2015-01-09 06:00:00,69597.75,7.6,0.0,5.0,0.0
2015-01-09 07:00:00,73224.0,7.6,0.0,5.0,0.0
2015-01-09 08:00:00,73594.0,7.1,0.0,5.4,0.0
2015-01-09 09:00:00,74310.25,8.6,0.0,6.0,0.0
2015-01-09 10:00:00,74909.75,8.5,0.0,6.7,0.0
2015-01-09 11:00:00,74024.75,10.6,0.0,7.4,0.0
2015-01-09 12:00:00,72353.5,12.1,15.0,8.7,0.0
2015-01-09 13:00:00,70758.5,13.6,1.0,7.8,0.1
2015-01-09 14:00:00,70283.75,10.9,0.0,7.3,1.5
2015-01-09 15:00:00,70954.75,10.4,0.0,6.8,4.3
2015-01-09 16:00:00,73508.5,7.3,0.0,5.0,0.4
2015-01-09 17:00:00,72683.75,9.5,0.0,4.8,4.1
2015-01-09 18:00:00,70039.5,6.6,0.0,5.5,0.2
2015-01-09 19:00:00,65414.0,10.0,0.0,7.4,0.0
2015-01-09 20:00:00,62062.5,9.8,0.0,8.0,0.0
2015-01-10 03:00:00,46859.75,3.3,0.0,5.5,0.6
2015-01-10 04:00:00,47108.0,3.7,0.0,5.7,1.1
2015-01-10 05:00:00,48001.0,5.4,0.0,6.3,1.2
2015-01-10 06:00:00,51491.25,8.4,0.0,9.9,0.4
2015-01-10 07:00:00,55770.5,7.5,0.0,11.1,0.1
2015-01-10 08:00:00,58701.25,7.1,0.0,11.1,0.5
2015-01-10 09:00:00,60664.75,8.3,0.0,11.3,0.1
2015-01-10 10:00:00,62659.5,7.5,0.0,11.3,0.2
2015-01-10 11:00:00,62648.0,11.7,0.0,12.0,0.1
2015-01-10 12:00:00,60788.0,10.6,0.0,12.0,0.0
2015-01-10 13:00:00,59083.0,11.1,0.0,12.2,0.0
2015-01-10 14:00:00,58055.25,11.1,0.0,12.3,0.0
2015-01-10 15:00:00,59447.0,11.5,0.0,12.7,0.0
2015-01-10 16:00:00,63194.5,13.0,0.0,12.2,0.0
2015-01-10 17:00:00,63505.25,13.1,0.0,7.1,2.4
2015-01-10 18:00:00,61438.25,11.4,0.0,7.7,0.0
2015-01-10 19:00:00,57373.5,12.2,0.0,6.7,0.0
2015-01-10 20:00:00,54883.5,11.6,0.0,5.5,0.0
2015-01-11 03:00:00,43354.25,9.6,0.0,3.3,0.0
2015-01-11 04:00:00,43018.75,8.7,0.0,3.3,0.0
2015-01-11 05:00:00,42242.5,7.6,0.0,2.7,0.0
2015-01-11 06:00:00,44290.75,9.2,0.0,3.0,0.0
2015-01-11 07:00:00,47378.5,9.1,0.0,3.3,0.0
2015-01-11 08:00:00,51314.75,8.7,0.0,3.3,0.0
2015-01-11 09:00:00,55013.25,9.6,0.0,3.7,0.0
2015-01-11 10:00:00,58114.0,10.5,0.0,4.1,0.0
2015-01-11 11:00:00,57924.5,11.5,0.0,4.4,0.0
2015-01-11 12:00:00,56394.75,10.0,8.0,3.6,0.2
2015-01-11 13:00:00,54932.25,9.6,11.0,3.0,0.1
2015-01-11 14:00:00,54415.25,8.2,6.0,3.0,0.6
2015-01-11 15:00:00,55555.5,8.5,0.0,0.8,2.2
2015-01-11 16:00:00,60255.25,8.6,0.0,1.8,0.0
2015-01-11 17:00:00,61434.75,9.4,0.0,2.3,0.2
2015-01-11 18:00:00,59925.5,8.5,0.0,2.3,0.2
2015-01-11 19:00:00,57188.75,9.6,0.0,2.6,0.0
2015-01-11 20:00:00,55632.5,10.6,0.0,2.1,0.1
2015-01-12 03:00:00,48761.25,7.7,0.0,4.6,0.0
2015-01-12 04:00:00,53131.25,6.9,0.0,4.8,0.0
2015-01-12 05:00:00,62311.75,6.6,0.0,4.6,0.0
2015-01-12 06:00:00,70204.75,6.8,0.0,5.0,0.0
2015-01-12 07:00:00,73565.0,6.5,0.0,4.5,0.0
2015-01-12 08:00:00,73672.5,7.2,0.0,4.3,0.6
2015-01-12 09:00:00,74856.5,7.2,0.0,4.5,0.3
2015-01-12 10:00:00,76031.25,7.8,0.0,5.0,0.1
2015-01-12 11:00:00,75872.75,7.8,0.0,5.4,0.0
2015-01-12 12:00:00,75451.5,7.8,0.0,5.9,0.0
2015-01-12 13:00:00,74054.75,8.3,0.0,6.1,0.0
2015-01-12 14:00:00,72969.5,7.4,0.0,6.2,0.0
2015-01-12 15:00:00,73519.25,6.9,0.0,6.0,0.1
2015-01-12 16:00:00,75482.75,7.5,0.0,5.4,0.8
2015-01-12 17:00:00,75162.0,7.1,0.0,5.3,0.5
2015-01-12 18:00:00,73107.0,7.7,0.0,5.5,0.0
2015-01-12 19:00:00,68556.75,7.4,0.0,5.6,0.0
2015-01-12 20:00:00,64963.0,8.1,0.0,6.3,0.0
2015-01-13 03:00:00,51935.5,7.6,0.0,7.8,0.0
2015-01-13 04:00:00,55228.5,8.2,0.0,7.8,0.0
2015-01-13 05:00:00,63094.25,7.1,0.0,7.9,0.0
2015-01-13 06:00:00,70397.75,6.3,0.0,8.6,0.0
2015-01-13 07:00:00,72562.75,5.7,0.0,7.8,0.1
2015-01-13 08:00:00,72235.5,6.6,0.0,8.3,0.0
2015-01-13 09:00:00,72871.5,7.5,0.0,8.9,0.0
2015-01-13 10:00:00,73604.5,7.9,0.0,9.9,0.0
2015-01-13 11:00:00,73716.25,8.0,0.0,10.2,0.0
2015-01-13 12:00:00,72692.5,7.1,0.0,10.6,0.0
2015-01-13 13:00:00,71290.25,7.9,0.0,11.5,0.0
2015-01-13 14:00:00,70127.0,7.7,0.0,11.2,0.0
2015-01-13 15:00:00,70256.75,8.1,0.0,11.1,0.0
2015-01-13 16:00:00,73996.0,7.4,0.0,11.0,0.0
2015-01-13 17:00:00,73607.5,6.8,0.0,11.1,0.0
2015-01-13 18:00:00,71057.0,6.6,0.0,11.2,0.0
2015-01-13 19:00:00,66408.75,6.6,0.0,11.3,0.0
2015-01-13 20:00:00,62647.75,6.5,0.0,10.4,0.0
2015-01-14 03:00:00,50100.5,5.1,0.0,5.9,0.0
2015-01-14 04:00:00,53894.25,4.2,0.0,6.2,0.0
2015-01-14 05:00:00,62385.5,4.5,0.0,5.6,0.0
2015-01-14 06:00:00,69902.25,6.0,0.0,5.9,0.0
2015-01-14 07:00:00,72396.75,5.4,0.0,6.2,0.0
2015-01-14 08:00:00,71920.25,7.9,0.0,6.9,0.0
2015-01-14 09:00:00,73043.25,9.5,10.0,5.9,0.0
2015-01-14 10:00:00,74201.25,6.3,32.0,5.8,0.0
2015-01-14 11:00:00,73402.0,8.1,10.0,5.6,0.0
2015-01-14 12:00:00,73092.25,5.7,25.0,6.5,0.0
2015-01-14 13:00:00,71851.25,4.7,9.0,6.4,0.0
2015-01-14 14:00:00,70853.25,6.7,0.0,6.0,0.0
2015-01-14 15:00:00,70707.25,3.4,0.0,4.9,0.0
2015-01-14 16:00:00,74057.25,4.2,0.0,4.9,0.0
2015-01-14 17:00:00,73871.25,5.2,0.0,5.2,0.0
2015-01-14 18:00:00,71597.25,4.3,0.0,4.8,0.0
2015-01-14 19:00:00,67423.75,5.1,0.0,4.4,0.2
2015-01-14 20:00:00,64099.75,5.4,0.0,4.1,0.0
2015-01-15 03:00:00,52215.0,5.6,0.0,0.5,0.0
2015-01-15 04:00:00,55499.0,6.1,0.0,0.7,0.0
2015-01-15 05:00:00,63637.5,6.1,0.0,0.8,0.0
2015-01-15 06:00:00,70598.75,6.8,0.0,1.3,0.0
2015-01-15 07:00:00,73201.75,6.8,0.0,1.8,0.0
2015-01-15 08:00:00,73084.25,7.1,0.0,2.0,0.0
2015-01-15 09:00:00,74064.25,7.0,0.0,2.6,0.5
2015-01-15 10:00:00,75287.25,8.2,0.0,3.2,0.4
2015-01-15 11:00:00,74544.75,7.9,0.0,4.2,0.1
2015-01-15 12:00:00,73931.5,7.5,0.0,5.4,0.0
2015-01-15 13:00:00,72712.0,7.2,0.0,6.0,0.1
2015-01-15 14:00:00,71896.5,8.0,0.0,7.4,0.0
2015-01-15 15:00:00,71716.5,7.3,0.0,7.6,0.0
2015-01-15 16:00:00,74481.25,7.4,0.0,7.7,0.0
2015-01-15 17:00:00,74083.5,7.1,0.0,7.6,0.0
2015-01-15 18:00:00,72049.75,7.6,0.0,7.7,0.0
2015-01-15 19:00:00,67999.5,5.6,0.0,7.5,0.0
2015-01-15 20:00:00,64463.25,5.8,0.0,8.6,0.0
2015-01-16 03:00:00,51380.5,7.0,0.0,8.8,0.0
2015-01-16 04:00:00,55183.75,5.6,0.0,8.4,0.0
2015-01-16 05:00:00,63254.0,5.1,0.0,7.6,0.0
2015-01-16 06:00:00,70576.25,5.5,0.0,6.6,0.0
2015-01-16 07:00:00,72791.75,5.4,0.0,6.5,0.0
2015-01-16 08:00:00,72536.75,5.1,0.0,6.5,0.0
2015-01-16 09:00:00,72852.25,4.9,8.0,5.9,0.0
2015-01-16 10:00:00,73503.25,5.2,59.0,7.4,0.0
2015-01-16 11:00:00,72434.5,4.3,46.0,8.4,0.0
2015-01-16 12:00:00,70921.5,2.6,20.0,8.4,0.0
2015-01-16 13:00:00,69069.0,2.8,11.0,8.6,0.0
2015-01-16 14:00:00,67952.75,2.2,8.0,8.0,0.0
2015-01-16 15:00:00,68420.0,2.4,23.0,7.3,0.0
2015-01-16 16:00:00,71996.75,3.4,0.0,7.0,0.0
2015-01-16 17:00:00,71493.0,2.4,0.0,6.9,0.0
2015-01-16 18:00:00,69054.25,5.2,0.0,6.7,0.0
2015-01-16 19:00:00,64620.5,5.7,0.0,5.6,0.0
2015-01-16 20:00:00,61090.0,2.9,0.0,4.9,0.0
2015-01-17 03:00:00,47908.75,2.6,0.0,4.4,0.4
2015-01-17 04:00:00,47737.5,2.1,0.0,4.2,0.6
2015-01-17 05:00:00,48450.75,3.0,0.0,3.8,0.0
2015-01-17 06:00:00,52168.25,3.3,0.0,3.4,0.0
2015-01-17 07:00:00,56139.5,4.9,0.0,3.2,0.0
2015-01-17 08:00:00,59469.25,4.3,0.0,3.3,0.0
2015-01-17 09:00:00,61585.5,4.8,34.0,3.6,0.0
2015-01-17 10:00:00,62702.5,4.4,60.0,3.8,0.0
2015-01-17 11:00:00,61693.25,5.6,60.0,3.8,0.0
2015-01-17 12:00:00,59572.25,3.6,60.0,4.7,0.0
2015-01-17 13:00:00,57594.25,4.6,56.0,4.3,0.0
2015-01-17 14:00:00,56716.5,2.9,60.0,4.2,0.0
2015-01-17 15:00:00,57596.25,2.7,33.0,3.6,0.0
2015-01-17 16:00:00,62106.5,2.9,0.0,2.6,0.0
2015-01-17 17:00:00,63157.5,2.9,0.0,1.5,0.0
2015-01-17 18:00:00,61099.75,3.8,0.0,0.8,0.0
2015-01-17 19:00:00,57039.5,4.0,0.0,0.3,0.0
2015-01-17 20:00:00,54798.25,4.1,0.0,-0.3,0.0
2015-01-18 03:00:00,44237.5,4.7,0.0,-1.8,0.0
2015-01-18 04:00:00,43652.0,5.0,0.0,-1.6,0.0
2015-01-18 05:00:00,42943.75,5.1,0.0,-1.3,0.0
2015-01-18 06:00:00,44769.0,5.0,0.0,-1.3,0.0
2015-01-18 07:00:00,47870.25,5.0,0.0,-1.8,0.0
2015-01-18 08:00:00,51544.25,5.2,0.0,-1.2,0.0
2015-01-18 09:00:00,54850.5,4.4,0.0,-0.9,0.0
2015-01-18 10:00:00,58088.75,4.0,0.0,0.2,0.0
2015-01-18 11:00:00,57895.5,4.5,0.0,1.5,0.0
2015-01-18 12:00:00,55462.75,4.3,0.0,2.6,0.0
2015-01-18 13:00:00,53416.75,4.3,0.0,2.8,0.0
2015-01-18 14:00:00,52623.75,2.8,0.0,2.4,0.0
2015-01-18 15:00:00,53503.0,2.5,0.0,1.9,0.0
2015-01-18 16:00:00,58798.25,4.3,0.0,0.5,0.0
2015-01-18 17:00:00,60460.25,4.9,0.0,0.7,0.0
2015-01-18 18:00:00,59281.0,4.6,0.0,0.3,0.0
2015-01-18 19:00:00,56678.25,4.5,0.0,-0.1,0.0
2015-01-18 20:00:00,55059.75,4.0,0.0,-0.3,0.0
2015-01-19 03:00:00,49084.25,4.1,0.0,-2.5,0.0
2015-01-19 04:00:00,52906.25,3.2,0.0,-3.2,0.0
2015-01-19 05:00:00,62120.75,3.6,0.0,-3.5,0.0
2015-01-19 06:00:00,69950.5,4.8,0.0,-2.9,0.0
2015-01-19 07:00:00,72507.25,5.4,0.0,-2.1,0.0
2015-01-19 08:00:00,72884.75,2.9,0.0,-3.8,0.0
2015-01-19 09:00:00,73886.25,3.7,0.0,-2.6,0.0
2015-01-19 10:00:00,74695.25,1.6,0.0,-1.3,0.0
2015-01-19 11:00:00,74270.25,2.8,0.0,-1.0,0.0
2015-01-19 12:00:00,73817.5,2.8,0.0,-0.2,0.0
2015-01-19 13:00:00,72773.25,4.2,0.0,0.0,0.0
2015-01-19 14:00:00,72009.0,4.7,0.0,0.3,0.0
2015-01-19 15:00:00,71751.0,4.2,0.0,0.3,0.0
2015-01-19 16:00:00,74871.75,4.5,0.0,0.3,0.0
2015-01-19 17:00:00,74764.25,4.4,0.0,0.3,0.0
2015-01-19 18:00:00,72856.75,4.7,0.0,0.5,0.0
2015-01-19 19:00:00,68317.75,4.3,0.0,0.5,0.0
2015-01-19 20:00:00,64849.25,4.5,0.0,0.5,0.0
2015-01-20 03:00:00,52534.5,3.4,0.0,0.2,0.0
2015-01-20 04:00:00,55680.75,3.1,0.0,0.2,0.0
2015-01-20 05:00:00,63476.75,3.5,0.0,0.2,0.0
2015-01-20 06:00:00,70788.75,4.3,0.0,0.3,0.0
2015-01-20 07:00:00,73614.75,2.8,0.0,0.3,0.0
2015-01-20 08:00:00,73894.0,2.1,0.0,0.5,0.0
2015-01-20 09:00:00,75027.5,2.4,0.0,0.9,0.0
2015-01-20 10:00:00,75590.25,1.5,0.0,1.3,0.0
2015-01-20 11:00:00,75067.0,1.2,0.0,1.2,0.1
2015-01-20 12:00:00,74495.25,1.1,0.0,1.1,0.2
2015-01-20 13:00:00,73450.5,1.1,0.0,1.1,0.1
2015-01-20 14:00:00,72725.5,2.1,0.0,0.7,0.4
2015-01-20 15:00:00,72149.5,2.1,0.0,0.4,0.7
2015-01-20 16:00:00,75532.5,2.4,0.0,0.3,0.5
2015-01-20 17:00:00,75178.75,2.3,0.0,0.3,0.2
2015-01-20 18:00:00,72986.5,2.0,0.0,0.3,0.0
2015-01-20 19:00:00,68903.75,2.0,0.0,0.3,0.0
2015-01-20 20:00:00,65269.25,1.7,0.0,0.4,0.0
2015-01-21 03:00:00,52801.0,3.2,0.0,-0.1,0.0
2015-01-21 04:00:00,55976.25,2.7,0.0,-0.1,0.0
2015-01-21 05:00:00,63647.0,2.9,0.0,-0.1,0.0
2015-01-21 06:00:00,70840.25,2.6,0.0,-0.1,0.0
2015-01-21 07:00:00,73369.0,2.1,0.0,-0.2,0.0
2015-01-21 08:00:00,73566.75,1.8,0.0,-0.2,0.0
2015-01-21 09:00:00,74579.75,2.6,0.0,0.0,0.0
2015-01-21 10:00:00,75091.5,1.7,3.0,0.4,0.0
2015-01-21 11:00:00,74333.25,2.4,13.0,0.8,0.0
2015-01-21 12:00:00,73740.5,1.9,0.0,1.1,0.0
2015-01-21 13:00:00,72732.0,1.4,0.0,0.9,0.0
2015-01-21 14:00:00,71917.75,1.8,0.0,0.8,0.0
2015-01-21 15:00:00,71671.0,2.5,0.0,0.3,0.0
2015-01-21 16:00:00,75166.75,1.2,0.0,0.1,0.0
2015-01-21 17:00:00,75433.0,1.1,0.0,0.1,0.0
2015-01-21 18:00:00,73400.0,2.4,0.0,0.0,0.0
2015-01-21 19:00:00,69057.75,1.6,0.0,0.1,0.0
2015-01-21 20:00:00,65576.5,1.9,0.0,0.3,0.0
2015-01-22 03:00:00,53006.5,3.7,0.0,-1.6,0.0
2015-01-22 04:00:00,55960.25,3.6,0.0,-1.0,0.0
2015-01-22 05:00:00,63540.0,4.6,0.0,-0.8,0.0
2015-01-22 06:00:00,71056.25,4.9,0.0,-0.8,0.0
2015-01-22 07:00:00,73628.25,4.6,0.0,-0.5,0.0
2015-01-22 08:00:00,73931.0,3.6,0.0,-0.2,0.0
2015-01-22 09:00:00,74997.25,5.1,25.0,0.1,0.0
2015-01-22 10:00:00,75687.0,5.4,53.0,0.4,0.0
2015-01-22 11:00:00,74997.25,4.3,44.0,0.6,0.0
2015-01-22 12:00:00,74532.25,3.8,27.0,0.5,0.0
2015-01-22 13:00:00,73974.75,3.0,17.0,0.7,0.0
2015-01-22 14:00:00,73211.0,3.6,0.0,0.6,0.0
2015-01-22 15:00:00,72891.25,3.0,3.0,0.6,0.0
2015-01-22 16:00:00,75650.5,2.7,0.0,0.2,0.1
2015-01-22 17:00:00,75593.25,3.3,0.0,0.0,0.1
2015-01-22 18:00:00,73481.25,3.4,0.0,0.3,0.0
2015-01-22 19:00:00,69348.5,3.7,0.0,0.2,0.0
2015-01-22 20:00:00,65785.75,3.0,0.0,-0.1,0.0
2015-01-23 03:00:00,53341.5,3.4,0.0,-0.4,0.0
2015-01-23 04:00:00,56221.75,2.5,0.0,-0.4,0.0
2015-01-23 05:00:00,63515.75,3.8,0.0,-0.2,0.0
2015-01-23 06:00:00,70883.0,3.6,0.0,0.0,0.0
2015-01-23 07:00:00,73500.25,2.9,0.0,0.1,0.0
2015-01-23 08:00:00,73585.75,3.9,0.0,0.0,0.0
2015-01-23 09:00:00,74608.0,3.4,0.0,0.1,0.0
2015-01-23 10:00:00,74984.0,2.4,33.0,0.2,0.0
2015-01-23 11:00:00,74107.25,2.9,0.0,0.7,0.0
2015-01-23 12:00:00,72892.75,3.5,5.0,0.5,0.0
2015-01-23 13:00:00,71574.25,3.6,27.0,0.3,0.0
2015-01-23 14:00:00,70634.75,3.5,5.0,0.0,0.0
2015-01-23 15:00:00,70770.75,3.4,0.0,-0.2,0.0
