STATIONS_ID;MESS_DATUM;QN_7;SD_SO;eor
       3897;2006081803;   10;  0.00;eor
       3897;2006081804;   10;  0.00;eor
       3897;2006081805;   10;  0.00;eor
       3897;2006081806;   10; 16.00;eor
       3897;2006081807;   10; 57.00;eor
       3897;2006081808;   10; 60.00;eor
       3897;2006081809;   10; 52.00;eor
       3897;2006081810;   10; 15.00;eor
       3897;2006081811;   10;  0.00;eor
       3897;2006081812;   10; 28.00;eor
       3897;2006081813;   10;  8.00;eor
       3897;2006081814;   10;  0.00;eor
       3897;2006081815;   10;  0.00;eor
       3897;2006081816;   10;  0.00;eor
       3897;2006081817;   10;  0.00;eor
       3897;2006081818;   10;  0.00;eor
       3897;2006081819;   10;  0.00;eor
       3897;2006081820;   10;  0.00;eor
       3897;2006081903;   10;  0.00;eor
       3897;2006081904;   10;  0.00;eor
       3897;2006081905;   10;  0.00;eor
       3897;2006081906;   10; 21.00;eor
       3897;2006081907;   10; 14.00;eor
       3897;2006081908;   10; 58.00;eor
       3897;2006081909;   10; 60.00;eor
       3897;2006081910;   10; 60.00;eor
       3897;2006081911;   10; 60.00;eor
       3897;2006081912;   10; 60.00;eor
       3897;2006081913;   10; 60.00;eor
       3897;2006081914;   10; 56.00;eor
       3897;2006081915;   10; 42.00;eor
       3897;2006081916;   10; 60.00;eor
       3897;2006081917;   10; 26.00;eor
       3897;2006081918;   10;  0.00;eor
       3897;2006081919;   10;  0.00;eor
       3897;2006081920;   10;  0.00;eor
       3897;2006082003;   10;  0.00;eor
       3897;2006082004;   10;  0.00;eor
       3897;2006082005;   10;  0.00;eor
       3897;2006082006;   10;  0.00;eor
       3897;2006082007;   10;  0.00;eor
       3897;2006082008;   10; 18.00;eor
       3897;2006082009;   10; 25.00;eor
       3897;2006082010;   10; 46.00;eor
       3897;2006082011;   10; 56.00;eor
       3897;2006082012;   10; 56.00;eor
       3897;2006082013;   10; 41.00;eor
       3897;2006082014;   10; 34.00;eor
       3897;2006082015;   10;  0.00;eor
       3897;2006082016;   10; 17.00;eor
       3897;2006082017;   10; 47.00;eor
       3897;2006082018;   10; 16.00;eor
       3897;2006082019;   10;  0.00;eor
       3897;2006082020;   10;  0.00;eor
       3897;2006082103;   10;  0.00;eor
       3897;2006082104;   10;  0.00;eor
       3897;2006082105;   10;  0.00;eor
       3897;2006082106;   10;  0.00;eor
       3897;2006082107;   10;  0.00;eor
       3897;2006082108;   10;  0.00;eor
       3897;2006082109;   10;  8.00;eor
       3897;2006082110;   10; 28.00;eor
       3897;2006082111;   10; 16.00;eor
       3897;2006082112;   10;  0.00;eor
       3897;2006082113;   10;  2.00;eor
       3897;2006082114;   10;  0.00;eor
       3897;2006082115;   10; 20.00;eor
       3897;2006082116;   10;  5.00;eor
       3897;2006082117;   10; 16.00;eor
       3897;2006082118;   10;  0.00;eor
       3897;2006082119;   10;  0.00;eor
       3897;2006082120;   10;  0.00;eor
       3897;2006082203;   10;  0.00;eor
       3897;2006082204;   10;  0.00;eor
       3897;2006082205;   10;  0.00;eor
       3897;2006082206;   10;  0.00;eor
       3897;2006082207;   10;  0.00;eor
       3897;2006082208;   10;  0.00;eor
       3897;2006082209;   10;  0.00;eor
       3897;2006082210;   10; 30.00;eor
       3897;2006082211;   10;  4.00;eor
       3897;2006082212;   10;  1.00;eor
       3897;2006082213;   10; 43.00;eor
       3897;2006082214;   10; 44.00;eor
       3897;2006082215;   10; 38.00;eor
       3897;2006082216;   10;  4.00;eor
       3897;2006082217;   10; 60.00;eor
       3897;2006082218;   10;  2.00;eor
       3897;2006082219;   10;  0.00;eor
       3897;2006082220;   10;  0.00;eor
       3897;2006082303;   10;  0.00;eor
       3897;2006082304;   10;  0.00;eor
       3897;2006082305;   10;  7.00;eor
       3897;2006082306;   10;  0.00;eor
       3897;2006082307;   10;  0.00;eor
       3897;2006082308;   10;  7.00;eor
       3897;2006082309;   10;  0.00;eor
       3897;2006082310;   10;  1.00;eor
       3897;2006082311;   10;  1.00;eor
       3897;2006082312;   10;  0.00;eor
       3897;2006082313;   10;  2.00;eor
       3897;2006082314;   10;  9.00;eor
       3897;2006082315;   10;  0.00;eor
       3897;2006082316;   10; 29.00;eor
       3897;2006082317;   10; 41.00;eor
       3897;2006082318;   10; 56.00;eor
       3897;2006082319;   10;  4.00;eor
       3897;2006082320;   10;  0.00;eor
       3897;2006082403;   10;  0.00;eor
       3897;2006082404;   10;  0.00;eor
       3897;2006082405;   10;  0.00;eor
       3897;2006082406;   10;  0.00;eor
       3897;2006082407;   10;  0.00;eor
       3897;2006082408;   10;  0.00;eor
       3897;2006082409;   10; 42.00;eor
       3897;2006082411;   10; 60.00;eor
       3897;2006082412;   10; 60.00;eor
       3897;2006082413;   10; 60.00;eor
       3897;2006082414;   10; 60.00;eor
       3897;2006082415;   10; 60.00;eor
       3897;2006082416;   10; 60.00;eor
       3897;2006082417;   10; 60.00;eor
       3897;2006082418;   10; 44.00;eor
       3897;2006082419;   10;  0.00;eor
       3897;2006082420;   10;  0.00;eor
       3897;2006082503;   10;  0.00;eor
       3897;2006082504;   10;  0.00;eor
       3897;2006082505;   10;  0.00;eor
       3897;2006082506;   10; 11.00;eor
       3897;2006082507;   10;  0.00;eor
       3897;2006082508;   10;  0.00;eor
       3897;2006082509;   10;  0.00;eor
       3897;2006082510;   10;  0.00;eor
       3897;2006082511;   10;  1.00;eor
       3897;2006082512;   10;  0.00;eor
       3897;2006082513;   10;  0.00;eor
       3897;2006082514;   10;  0.00;eor
       3897;2006082515;   10;  0.00;eor
       3897;2006082516;   10;  0.00;eor
       3897;2006082517;   10;  0.00;eor
       3897;2006082518;   10;  0.00;eor
       3897;2006082519;   10;  0.00;eor
       3897;2006082520;   10;  0.00;eor
       3897;2006082603;   10;  0.00;eor
       3897;2006082604;   10;  0.00;eor
       3897;2006082605;   10;  0.00;eor
       3897;2006082606;   10;  0.00;eor
       3897;2006082607;   10;  0.00;eor
       3897;2006082608;   10;  0.00;eor
       3897;2006082609;   10;  0.00;eor
       3897;2006082610;   10; 15.00;eor
       3897;2006082611;   10; 36.00;eor
       3897;2006082612;   10; 29.00;eor
       3897;2006082613;   10; 11.00;eor
       3897;2006082614;   10; 22.00;eor
       3897;2006082615;   10;  9.00;eor
       3897;2006082616;   10; 46.00;eor
       3897;2006082617;   10; 13.00;eor
       3897;2006082618;   10;  0.00;eor
       3897;2006082619;   10;  0.00;eor
       3897;2006082620;   10;  0.00;eor
       3897;2006082703;   10;  0.00;eor
       3897;2006082704;   10;  0.00;eor
       3897;2006082705;   10;  0.00;eor
       3897;2006082706;   10;  0.00;eor
       3897;2006082707;   10;  0.00;eor
       3897;2006082708;   10;  0.00;eor
       3897;2006082709;   10;  2.00;eor
       3897;2006082710;   10;  0.00;eor
       3897;2006082711;   10;  0.00;eor
       3897;2006082712;   10;  0.00;eor
       3897;2006082713;   10; 16.00;eor
       3897;2006082714;   10;  0.00;eor
       3897;2006082715;   10; 16.00;eor
       3897;2006082716;   10; 13.00;eor
       3897;2006082717;   10;  5.00;eor
       3897;2006082718;   10;  6.00;eor
       3897;2006082719;   10;  0.00;eor
       3897;2006082720;   10;  0.00;eor
       3897;2006082803;   10;  0.00;eor
       3897;2006082804;   10;  0.00;eor
       3897;2006082805;   10;  6.00;eor
       3897;2006082806;   10; 48.00;eor
       3897;2006082807;   10; 25.00;eor
       3897;2006082808;   10; 56.00;eor
       3897;2006082809;   10; 60.00;eor
       3897;2006082810;   10; 58.00;eor
       3897;2006082811;   10; 43.00;eor
       3897;2006082812;   10; 33.00;eor
       3897;2006082813;   10;  9.00;eor
       3897;2006082814;   10;  4.00;eor
       3897;2006082815;   10;  0.00;eor
       3897;2006082816;   10;  0.00;eor
       3897;2006082817;   10;  0.00;eor
       3897;2006082818;   10;  0.00;eor
       3897;2006082819;   10;  0.00;eor
       3897;2006082820;   10;  0.00;eor
       3897;2006082903;   10;  0.00;eor
       3897;2006082904;   10;  0.00;eor
       3897;2006082905;   10;  0.00;eor
       3897;2006082906;   10;  0.00;eor
       3897;2006082907;   10;  0.00;eor
       3897;2006082908;   10;  0.00;eor
       3897;2006082909;   10;  0.00;eor
       3897;2006082910;   10;  0.00;eor
       3897;2006082911;   10;  0.00;eor
       3897;2006082912;   10;  0.00;eor
       3897;2006082913;   10;  0.00;eor
       3897;2006082914;   10;  0.00;eor
       3897;2006082915;   10;  0.00;eor
       3897;2006082916;   10; 16.00;eor
       3897;2006082917;   10; 18.00;eor
       3897;2006082918;   10; 36.00;eor
       3897;2006082919;   10;  0.00;eor
       3897;2006082920;   10;  0.00;eor
       3897;2006083003;   10;  0.00;eor
       3897;2006083004;   10;  0.00;eor
       3897;2006083005;   10;  0.00;eor
       3897;2006083006;   10;  0.00;eor
       3897;2006083007;   10;  0.00;eor
       3897;2006083008;   10;  7.00;eor
       3897;2006083009;   10;  2.00;eor
       3897;2006083010;   10; 28.00;eor
       3897;2006083011;   10; 28.00;eor
       3897;2006083012;   10;  2.00;eor
       3897;2006083013;   10; 40.00;eor
       3897;2006083014;   10; 21.00;eor
       3897;2006083015;   10; 56.00;eor
       3897;2006083016;   10; 60.00;eor
       3897;2006083017;   10; 54.00;eor
       3897;2006083018;   10; 21.00;eor
       3897;2006083019;   10;  0.00;eor
       3897;2006083020;   10;  0.00;eor
       3897;2006083103;   10;  0.00;eor
       3897;2006083104;   10;  0.00;eor
       3897;2006083105;   10;  0.00;eor
       3897;2006083106;   10; 37.00;eor
       3897;2006083107;   10; 28.00;eor
       3897;2006083108;   10; 32.00;eor
       3897;2006083110;   10; 16.00;eor
       3897;2006083111;   10; 32.00;eor
       3897;2006083112;   10; 34.00;eor
       3897;2006083113;   10; 40.00;eor
       3897;2006083114;   10; 50.00;eor
       3897;2006083115;   10; 44.00;eor
       3897;2006083116;   10; 19.00;eor
       3897;2006083117;   10;  0.00;eor
       3897;2006083118;   10;  0.00;eor
       3897;2006083119;   10;  0.00;eor
       3897;2006083120;   10;  0.00;eor
       3897;2006090103;   10;  0.00;eor
       3897;2006090104;   10;  0.00;eor
       3897;2006090105;   10;  0.00;eor
       3897;2006090106;   10;  0.00;eor
       3897;2006090107;   10;  0.00;eor
       3897;2006090108;   10;  2.00;eor
       3897;2006090109;   10;  0.00;eor
       3897;2006090110;   10;  0.00;eor
       3897;2006090111;   10;  0.00;eor
       3897;2006090112;   10;  0.00;eor
       3897;2006090113;   10;  0.00;eor
       3897;2006090114;   10;  0.00;eor
       3897;2006090115;   10;  0.00;eor
       3897;2006090116;   10;  2.00;eor
       3897;2006090117;   10;  0.00;eor
       3897;2006090118;   10;  0.00;eor
       3897;2006090119;   10;  0.00;eor
       3897;2006090120;   10;  0.00;eor
       3897;2006090203;   10;  0.00;eor
       3897;2006090204;   10;  0.00;eor
       3897;2006090205;   10;  0.00;eor
       3897;2006090206;   10;  0.00;eor
       3897;2006090207;   10; 10.00;eor
       3897;2006090208;   10; 52.00;eor
       3897;2006090209;   10; 60.00;eor
       3897;2006090210;   10; 54.00;eor
       3897;2006090211;   10; 17.00;eor
       3897;2006090212;   10; 44.00;eor
       3897;2006090213;   10; 18.00;eor
       3897;2006090214;   10; 10.00;eor
       3897;2006090215;   10;  4.00;eor
       3897;2006090216;   10;  0.00;eor
       3897;2006090217;   10;  0.00;eor
       3897;2006090218;   10;  0.00;eor
       3897;2006090219;   10;  0.00;eor
       3897;2006090220;   10;  0.00;eor
       3897;2006090303;   10;  0.00;eor
       3897;2006090304;   10;  0.00;eor
       3897;2006090305;   10;  0.00;eor
       3897;2006090306;   10;  0.00;eor
       3897;2006090307;   10;  1.00;eor
       3897;2006090308;   10; 15.00;eor
       3897;2006090309;   10;  7.00;eor
       3897;2006090310;   10;  0.00;eor
       3897;2006090311;   10;  0.00;eor
       3897;2006090312;   10;  0.00;eor
       3897;2006090313;   10;  0.00;eor
       3897;2006090314;   10;  0.00;eor
       3897;2006090315;   10;  0.00;eor
       3897;2006090316;   10;  2.00;eor
       3897;2006090317;   10;  4.00;eor
       3897;2006090318;   10;  9.00;eor
       3897;2006090319;   10;  0.00;eor
       3897;2006090320;   10;  0.00;eor
       3897;2006090403;   10;  0.00;eor
       3897;2006090404;   10;  0.00;eor
       3897;2006090405;   10;  0.00;eor
       3897;2006090406;   10; 38.00;eor
       3897;2006090407;   10; 60.00;eor
       3897;2006090408;   10; 36.00;eor
       3897;2006090409;   10; 33.00;eor
       3897;2006090410;   10; 17.00;eor
       3897;2006090411;   10;  0.00;eor
       3897;2006090412;   10;  0.00;eor
       3897;2006090413;   10;  0.00;eor
       3897;2006090414;   10;  3.00;eor
       3897;2006090415;   10; 36.00;eor
       3897;2006090416;   10; 47.00;eor
       3897;2006090417;   10; 59.00;eor
       3897;2006090418;   10; 37.00;eor
       3897;2006090419;   10;  0.00;eor
       3897;2006090420;   10;  0.00;eor
       3897;2006090503;   10;  0.00;eor
       3897;2006090504;   10;  0.00;eor
       3897;2006090505;   10;  0.00;eor
       3897;2006090506;   10; 27.00;eor
       3897;2006090507;   10; 35.00;eor
       3897;2006090508;   10; 48.00;eor
       3897;2006090509;   10; 49.00;eor
       3897;2006090510;   10; 47.00;eor
       3897;2006090511;   10; 51.00;eor
       3897;2006090512;   10; 54.00;eor
       3897;2006090513;   10; 54.00;eor
       3897;2006090514;   10; 54.00;eor
       3897;2006090515;   10; 57.00;eor
       3897;2006090516;   10; 60.00;eor
       3897;2006090517;   10; 60.00;eor
       3897;2006090518;   10; 43.00;eor
       3897;2006090519;   10;  0.00;eor
       3897;2006090520;   10;  0.00;eor
       3897;2006090603;   10;  0.00;eor
       3897;2006090604;   10;  0.00;eor
       3897;2006090605;   10;  0.00;eor
       3897;2006090606;   10;  0.00;eor
       3897;2006090607;   10;  0.00;eor
       3897;2006090608;   10;  0.00;eor
       3897;2006090609;   10;  0.00;eor
       3897;2006090610;   10;  0.00;eor
       3897;2006090611;   10; 40.00;eor
       3897;2006090612;   10; 51.00;eor
       3897;2006090613;   10; 56.00;eor
       3897;2006090614;   10; 18.00;eor
       3897;2006090615;   10; 17.00;eor
       3897;2006090616;   10; 17.00;eor
       3897;2006090617;   10; 11.00;eor
       3897;2006090618;   10;  0.00;eor
       3897;2006090619;   10;  0.00;eor
       3897;2006090620;   10;  0.00;eor
       3897;2006090703;   10;  0.00;eor
       3897;2006090704;   10;  0.00;eor
       3897;2006090705;   10;  0.00;eor
       3897;2006090706;   10;  0.00;eor
       3897;2006090707;   10;  0.00;eor
       3897;2006090708;   10;  0.00;eor
       3897;2006090709;   10;  0.00;eor
       3897;2006090710;   10;  0.00;eor
       3897;2006090711;   10;  0.00;eor
       3897;2006090712;   10;  0.00;eor
       3897;2006090713;   10;  0.00;eor
       3897;2006090714;   10; 29.00;eor
       3897;2006090715;   10; 58.00;eor
       3897;2006090716;   10; 49.00;eor
       3897;2006090717;   10; 52.00;eor
       3897;2006090718;   10; 26.00;eor
       3897;2006090719;   10;  0.00;eor
       3897;2006090720;   10;  0.00;eor
       3897;2006090803;   10;  0.00;eor
       3897;2006090804;   10;  0.00;eor
       3897;2006090805;   10;  0.00;eor
       3897;2006090806;   10; 18.00;eor
       3897;2006090807;   10; 60.00;eor
       3897;2006090808;   10; 50.00;eor
       3897;2006090809;   10; 48.00;eor
       3897;2006090810;   10; 46.00;eor
       3897;2006090811;   10; 48.00;eor
       3897;2006090812;   10; 44.00;eor
       3897;2006090813;   10; 53.00;eor
       3897;2006090814;   10; 38.00;eor
       3897;2006090815;   10; 27.00;eor
       3897;2006090816;   10; 49.00;eor
       3897;2006090817;   10; 45.00;eor
       3897;2006090818;   10; 17.00;eor
       3897;2006090819;   10;  0.00;eor
       3897;2006090820;   10;  0.00;eor
       3897;2006090903;   10;  0.00;eor
       3897;2006090904;   10;  0.00;eor
       3897;2006090905;   10;  0.00;eor
       3897;2006090906;   10;  0.00;eor
       3897;2006090907;   10;  0.00;eor
       3897;2006090908;   10;  0.00;eor
       3897;2006090909;   10;  0.00;eor
       3897;2006090910;   10;  0.00;eor
       3897;2006090911;   10;  0.00;eor
       3897;2006090912;   10;  0.00;eor
       3897;2006090913;   10;  1.00;eor
       3897;2006090914;   10;  0.00;eor
       3897;2006090915;   10;  7.00;eor
       3897;2006090916;   10;  2.00;eor
       3897;2006090917;   10; 12.00;eor
       3897;2006090918;   10;  0.00;eor
       3897;2006090919;   10;  0.00;eor
       3897;2006090920;   10;  0.00;eor
       3897;2006091003;   10;  0.00;eor
       3897;2006091004;   10;  0.00;eor
       3897;2006091005;   10;  0.00;eor
       3897;2006091006;   10;  0.00;eor
       3897;2006091007;   10;  0.00;eor
       3897;2006091008;   10;  0.00;eor
       3897;2006091009;   10; 11.00;eor
       3897;2006091010;   10; 12.00;eor
       3897;2006091011;   10;  1.00;eor
       3897;2006091012;   10; 47.00;eor
       3897;2006091013;   10; 60.00;eor
       3897;2006091014;   10; 60.00;eor
       3897;2006091015;   10; 60.00;eor
       3897;2006091016;   10; 60.00;eor
       3897;2006091017;   10; 60.00;eor
       3897;2006091018;   10; 15.00;eor
       3897;2006091019;   10;  0.00;eor
       3897;2006091020;   10;  0.00;eor
       3897;2006091103;   10;  0.00;eor
       3897;2006091104;   10;  0.00;eor
       3897;2006091105;   10;  0.00;eor
       3897;2006091106;   10; 47.00;eor
       3897;2006091107;   10; 60.00;eor
       3897;2006091108;   10; 60.00;eor
       3897;2006091109;   10; 60.00;eor
       3897;2006091110;   10; 60.00;eor
       3897;2006091111;   10; 60.00;eor
       3897;2006091112;   10; 60.00;eor
       3897;2006091113;   10; 60.00;eor
       3897;2006091114;   10; 60.00;eor
       3897;2006091115;   10; 60.00;eor
       3897;2006091116;   10; 60.00;eor
       3897;2006091117;   10; 60.00;eor
       3897;2006091118;   10; 20.00;eor
       3897;2006091119;   10;  0.00;eor
       3897;2006091120;   10;  0.00;eor
       3897;2006091203;   10;  0.00;eor
       3897;2006091204;   10;  0.00;eor
       3897;2006091205;   10;  0.00;eor
       3897;2006091206;   10; 42.00;eor
       3897;2006091207;   10; 60.00;eor
       3897;2006091208;   10; 60.00;eor
       3897;2006091209;   10; 60.00;eor
       3897;2006091210;   10; 60.00;eor
       3897;2006091211;   10; 60.00;eor
       3897;2006091212;   10; 60.00;eor
       3897;2006091213;   10; 60.00;eor
       3897;2006091214;   10; 60.00;eor
       3897;2006091215;   10; 60.00;eor
       3897;2006091216;   10; 60.00;eor
       3897;2006091217;   10; 60.00;eor
       3897;2006091218;   10; 16.00;eor
       3897;2006091219;   10;  0.00;eor
       3897;2006091220;   10;  0.00;eor
       3897;2006091303;   10;  0.00;eor
       3897;2006091304;   10;  0.00;eor
       3897;2006091305;   10;  0.00;eor
       3897;2006091306;   10; 42.00;eor
       3897;2006091307;   10; 60.00;eor
       3897;2006091308;   10; 60.00;eor
       3897;2006091309;   10; 60.00;eor
       3897;2006091310;   10; 60.00;eor
       3897;2006091311;   10; 60.00;eor
       3897;2006091312;   10; 60.00;eor
       3897;2006091313;   10; 60.00;eor
       3897;2006091314;   10; 60.00;eor
       3897;2006091315;   10; 60.00;eor
       3897;2006091316;   10; 60.00;eor
       3897;2006091317;   10; 60.00;eor
       3897;2006091318;   10; 10.00;eor
       3897;2006091319;   10;  0.00;eor
       3897;2006091320;   10;  0.00;eor
       3897;2006091403;   10;  0.00;eor
       3897;2006091404;   10;  0.00;eor
       3897;2006091405;   10;  0.00;eor
       3897;2006091406;   10; 28.00;eor
       3897;2006091407;   10; 60.00;eor
       3897;2006091408;   10; 60.00;eor
       3897;2006091409;   10; 60.00;eor
       3897;2006091410;   10; 60.00;eor
       3897;2006091411;   10; 60.00;eor
       3897;2006091412;   10; 60.00;eor
       3897;2006091413;   10; 60.00;eor
       3897;2006091414;   10; 60.00;eor
       3897;2006091415;   10; 60.00;eor
       3897;2006091416;   10; 60.00;eor
       3897;2006091417;   10; 60.00;eor
       3897;2006091418;   10;  9.00;eor
       3897;2006091419;   10;  0.00;eor
       3897;2006091420;   10;  0.00;eor
       3897;2006091503;   10;  0.00;eor
       3897;2006091504;   10;  0.00;eor
       3897;2006091505;   10;  0.00;eor
       3897;2006091506;   10; 28.00;eor
       3897;2006091507;   10; 60.00;eor
       3897;2006091508;   10; 60.00;eor
       3897;2006091509;   10; 60.00;eor
       3897;2006091510;   10; 60.00;eor
       3897;2006091511;   10; 60.00;eor
       3897;2006091512;   10; 60.00;eor
       3897;2006091513;   10; 60.00;eor
       3897;2006091514;   10; 60.00;eor
       3897;2006091515;   10; 60.00;eor
       3897;2006091516;   10; 60.00;eor
       3897;2006091517;   10; 60.00;eor
       3897;2006091518;   10;  3.00;eor
       3897;2006091519;   10;  0.00;eor
       3897;2006091520;   10;  0.00;eor
       3897;2006091603;   10;  0.00;eor
       3897;2006091604;   10;  0.00;eor
       3897;2006091605;   10;  0.00;eor
       3897;2006091606;   10; 13.00;eor
       3897;2006091607;   10; 57.00;eor
       3897;2006091608;   10; 28.00;eor
       3897;2006091609;   10; 52.00;eor
       3897;2006091610;   10; 52.00;eor
       3897;2006091611;   10; 56.00;eor
       3897;2006091612;   10; 58.00;eor
       3897;2006091613;   10; 39.00;eor
       3897;2006091614;   10; 58.00;eor
       3897;2006091615;   10; 60.00;eor
       3897;2006091616;   10; 30.00;eor
       3897;2006091617;   10; 48.00;eor
       3897;2006091618;   10;  0.00;eor
       3897;2006091619;   10;  0.00;eor
       3897;2006091620;   10;  0.00;eor
       3897;2006091703;   10;  0.00;eor
       3897;2006091704;   10;  0.00;eor
       3897;2006091705;   10;  0.00;eor
       3897;2006091706;   10; 18.00;eor
       3897;2006091707;   10; 38.00;eor
       3897;2006091708;   10; 60.00;eor
       3897;2006091709;   10; 52.00;eor
       3897;2006091710;   10; 59.00;eor
       3897;2006091711;   10; 60.00;eor
       3897;2006091712;   10; 60.00;eor
       3897;2006091713;   10; 60.00;eor
       3897;2006091714;   10; 14.00;eor
       3897;2006091715;   10;  4.00;eor
       3897;2006091716;   10;  0.00;eor
       3897;2006091717;   10;  0.00;eor
       3897;2006091718;   10;  0.00;eor
       3897;2006091719;   10;  0.00;eor
       3897;2006091720;   10;  0.00;eor
       3897;2006091803;   10;  0.00;eor
       3897;2006091804;   10;  0.00;eor
       3897;2006091805;   10;  0.00;eor
       3897;2006091806;   10;  0.00;eor
       3897;2006091807;   10;  0.00;eor
       3897;2006091808;   10;  0.00;eor
       3897;2006091809;   10; 22.00;eor
       3897;2006091810;   10; 60.00;eor
       3897;2006091811;   10; 60.00;eor
       3897;2006091812;   10; 60.00;eor
       3897;2006091813;   10; 58.00;eor
       3897;2006091814;   10; 46.00;eor
       3897;2006091815;   10; 45.00;eor
       3897;2006091816;   10; 12.00;eor
       3897;2006091817;   10;  0.00;eor
       3897;2006091818;   10;  0.00;eor
       3897;2006091819;   10;  0.00;eor
       3897;2006091820;   10;  0.00;eor
       3897;2006091903;   10;  0.00;eor
       3897;2006091904;   10;  0.00;eor
       3897;2006091905;   10;  0.00;eor
       3897;2006091906;   10;  0.00;eor
       3897;2006091907;   10;  0.00;eor
       3897;2006091908;   10;  0.00;eor
       3897;2006091909;   10;  4.00;eor
       3897;2006091910;   10; 13.00;eor
       3897;2006091911;   10; 31.00;eor
       3897;2006091912;   10; 38.00;eor
       3897;2006091913;   10; 41.00;eor
       3897;2006091914;   10;  8.00;eor
       3897;2006091915;   10;  0.00;eor
       3897;2006091916;   10;  0.00;eor
       3897;2006091917;   10;  0.00;eor
       3897;2006091918;   10;  0.00;eor
       3897;2006091919;   10;  0.00;eor
       3897;2006091920;   10;  0.00;eor
       3897;2006092003;   10;  0.00;eor
       3897;2006092004;   10;  0.00;eor
       3897;2006092005;   10;  0.00;eor
       3897;2006092006;   10;  0.00;eor
       3897;2006092007;   10; 46.00;eor
       3897;2006092008;   10; 59.00;eor
       3897;2006092009;   10; 47.00;eor
       3897;2006092010;   10; 60.00;eor
       3897;2006092011;   10; 60.00;eor
       3897;2006092012;   10; 60.00;eor
       3897;2006092013;   10; 59.00;eor
       3897;2006092014;   10; 54.00;eor
       3897;2006092015;   10; 46.00;eor
       3897;2006092016;   10; 54.00;eor
       3897;2006092017;   10; 48.00;eor
       3897;2006092018;   10;  0.00;eor
       3897;2006092019;   10;  0.00;eor
       3897;2006092020;   10;  0.00;eor
       3897;2006092103;   10;  0.00;eor
       3897;2006092104;   10;  0.00;eor
       3897;2006092105;   10;  0.00;eor
       3897;2006092106;   10; 15.00;eor
       3897;2006092107;   10; 60.00;eor
       3897;2006092108;   10; 60.00;eor
       3897;2006092109;   10; 60.00;eor
       3897;2006092110;   10; 60.00;eor
       3897;2006092111;   10; 60.00;eor
       3897;2006092112;   10; 60.00;eor
       3897;2006092113;   10; 60.00;eor
       3897;2006092114;   10; 60.00;eor
       3897;2006092115;   10; 60.00;eor
       3897;2006092116;   10; 60.00;eor
       3897;2006092117;   10; 44.00;eor
       3897;2006092118;   10;  0.00;eor
       3897;2006092119;   10;  0.00;eor
       3897;2006092120;   10;  0.00;eor
       3897;2006092203;   10;  0.00;eor
       3897;2006092204;   10;  0.00;eor
       3897;2006092205;   10;  0.00;eor
       3897;2006092206;   10; 20.00;eor
       3897;2006092207;   10; 60.00;eor
       3897;2006092208;   10; 60.00;eor
       3897;2006092209;   10; 60.00;eor
       3897;2006092210;   10; 60.00;eor
       3897;2006092211;   10; 60.00;eor
       3897;2006092212;   10; 60.00;eor
       3897;2006092213;   10; 60.00;eor
       3897;2006092214;   10; 60.00;eor
       3897;2006092215;   10; 60.00;eor
       3897;2006092216;   10; 60.00;eor
       3897;2006092217;   10; 52.00;eor
       3897;2006092218;   10;  0.00;eor
       3897;2006092219;   10;  0.00;eor
       3897;2006092220;   10;  0.00;eor
       3897;2006092303;   10;  0.00;eor
       3897;2006092304;   10;  0.00;eor
       3897;2006092305;   10;  0.00;eor
       3897;2006092306;   10; 28.00;eor
       3897;2006092307;   10; 60.00;eor
       3897;2006092308;   10; 60.00;eor
       3897;2006092309;   10; 60.00;eor
       3897;2006092310;   10; 60.00;eor
       3897;2006092311;   10; 60.00;eor
       3897;2006092312;   10; 60.00;eor
       3897;2006092313;   10; 60.00;eor
       3897;2006092314;   10; 60.00;eor
       3897;2006092315;   10; 60.00;eor
       3897;2006092316;   10; 60.00;eor
       3897;2006092317;   10; 47.00;eor
       3897;2006092318;   10;  0.00;eor
       3897;2006092319;   10;  0.00;eor
       3897;2006092320;   10;  0.00;eor
       3897;2006092403;   10;  0.00;eor
       3897;2006092404;   10;  0.00;eor
       3897;2006092405;   10;  0.00;eor
       3897;2006092406;   10; 24.00;eor
       3897;2006092407;   10; 60.00;eor
       3897;2006092408;   10; 60.00;eor
       3897;2006092409;   10; 60.00;eor
       3897;2006092410;   10; 60.00;eor
       3897;2006092411;   10; 60.00;eor
       3897;2006092412;   10; 60.00;eor
       3897;2006092413;   10; 60.00;eor
       3897;2006092414;   10; 60.00;eor
       3897;2006092415;   10; 60.00;eor
       3897;2006092416;   10; 60.00;eor
       3897;2006092417;   10; 47.00;eor
       3897;2006092418;   10;  0.00;eor
       3897;2006092419;   10;  0.00;eor
       3897;2006092420;   10;  0.00;eor
       3897;2006092503;   10;  0.00;eor
       3897;2006092504;   10;  0.00;eor
       3897;2006092505;   10;  0.00;eor
       3897;2006092506;   10; 16.00;eor
       3897;2006092507;   10; 60.00;eor
       3897;2006092508;   10; 60.00;eor
       3897;2006092509;   10; 60.00;eor
       3897;2006092510;   10; 60.00;eor
       3897;2006092511;   10; 60.00;eor
       3897;2006092512;   10; 60.00;eor
       3897;2006092513;   10; 60.00;eor
       3897;2006092514;   10; 60.00;eor
       3897;2006092515;   10; 60.00;eor
       3897;2006092516;   10; 60.00;eor
       3897;2006092517;   10; 29.00;eor
       3897;2006092518;   10;  0.00;eor
